
ID	DOCULECT	CONCEPT	VALUE	CONCEPTICON_ID	CONCEPTICON_GLOSS	GLOTTOLOG	SOURCE
163343	Romagnol-std	kick	chilzìr	1135	KICK	roma1328	logos
232403	Galician-std	kick	chutar	1135	KICK	gali1258	logos
84457	Hindi-std	kid	बच्चा	1972	KID	hind1269	logos
84458	Hindi-std	kid	मेमना	1972	KID	hind1269	logos
163716	Romagnol-std	kid	ragazzen	1972	KID	roma1328	logos
198763	Latin-std	kid	haedus	1972	KID	lati1261	logos
198764	Latin-std	kid	puerulus	1972	KID	lati1261	logos
232786	Galician-std	kid	cabrito	1972	KID	gali1258	logos
84512	Hindi-std	kidney	गुर्दा	489	KIDNEY	hind1269	logos
163763	Romagnol-std	kidney	rèin	489	KIDNEY	roma1328	logos
232835	Galician-std	kidney	ril	489	KIDNEY	gali1258	logos
48245	Venetian-std	kiss	besarse	578	KISS	vene1258	logos
48246	Venetian-std	kiss	besar	578	KISS	vene1258	logos
84277	Hindi-std	kiss	चूमना	578	KISS	hind1269	logos
163553	Romagnol-std	kiss	basè	578	KISS	roma1328	logos
198534	Latin-std	kiss	osculari	578	KISS	lati1261	logos
232610	Galician-std	kiss	beixar	578	KISS	gali1258	logos
232611	Galician-std	kiss	beixar	578	KISS	gali1258	logos
48522	Venetian-std	knead	pastar	274	KNEAD	vene1258	logos
84574	Hindi-std	knead	सानना	274	KNEAD	hind1269	logos
163827	Romagnol-std	knead	impasté	274	KNEAD	roma1328	logos
198907	Latin-std	knead	condepsare	274	KNEAD	lati1261	logos
48036	Venetian-std	kneel	agenollarse	66	KNEEL	vene1258	logos
84066	Hindi-std	kneel	घुटनेटेकना	66	KNEEL	hind1269	logos
163341	Romagnol-std	kneel	inzanchèss	66	KNEEL	roma1328	logos
198286	Latin-std	kneel	geniculare	66	KNEEL	lati1261	logos
48278	Venetian-std	know	coneixer	1410	KNOW (SOMETHING)	vene1258	logos
48279	Venetian-std	know	coneixer	1410	KNOW (SOMETHING)	vene1258	logos
48280	Venetian-std	know	coneixer	1410	KNOW (SOMETHING)	vene1258	logos
84312	Hindi-std	know	जानना	1410	KNOW (SOMETHING)	hind1269	logos
163587	Romagnol-std	know	savè	1410	KNOW (SOMETHING)	roma1328	logos
163588	Romagnol-std	know	cnòssar	1410	KNOW (SOMETHING)	roma1328	logos
198575	Latin-std	know	noscere	1410	KNOW (SOMETHING)	lati1261	logos
198576	Latin-std	know	scire	1410	KNOW (SOMETHING)	lati1261	logos
198577	Latin-std	know	scire	1410	KNOW (SOMETHING)	lati1261	logos
232649	Galician-std	know	saber	1410	KNOW (SOMETHING)	gali1258	logos
48011	Venetian-std	lagoon	llacuna	623	LAGOON	vene1258	logos
163314	Romagnol-std	lagoon	lagòna	623	LAGOON	roma1328	logos
198251	Latin-std	lagoon	aestuarium	623	LAGOON	lati1261	logos
48500	Venetian-std	lame	coixo	320	LAME	vene1258	logos
84553	Hindi-std	lame	पंगु	320	LAME	hind1269	logos
198882	Latin-std	lame	claudus	320	LAME	lati1261	logos
84619	Hindi-std	lamp, torch	मशाल	2131	TORCH OR LAMP	hind1269	logos
163875	Romagnol-std	lamp, torch	tòrza	2131	TORCH OR LAMP	roma1328	logos
198950	Latin-std	lamp, torch	fax	2131	TORCH OR LAMP	lati1261	logos
48321	Venetian-std	language	llengua	1307	LANGUAGE	vene1258	logos
84356	Hindi-std	language	भाषा	1307	LANGUAGE	hind1269	logos
163631	Romagnol-std	language	léngua	1307	LANGUAGE	roma1328	logos
198633	Latin-std	language	lingua	1307	LANGUAGE	lati1261	logos
232692	Galician-std	language	lingua	1307	LANGUAGE	gali1258	logos
48122	Venetian-std	large, big	gran	1202	BIG	vene1258	logos
84149	Hindi-std	large, big	ढीला	1202	BIG	hind1269	logos
84150	Hindi-std	large, big	big??	1202	BIG	hind1269	logos
163426	Romagnol-std	large, big	gròs	1202	BIG	roma1328	logos
163427	Romagnol-std	large, big	lergh	1202	BIG	roma1328	logos
198391	Latin-std	large, big	latus	1202	BIG	lati1261	logos
198392	Latin-std	large, big	crassus	1202	BIG	lati1261	logos
198393	Latin-std	large, big	magnus	1202	BIG	lati1261	logos
232485	Galician-std	large, big	largo	1202	BIG	gali1258	logos
232486	Galician-std	large, big	grande	1202	BIG	gali1258	logos
48163	Venetian-std	last	durat	1529	LAST (FINAL)	vene1258	logos
84193	Hindi-std	last	अंत्य	1529	LAST (FINAL)	hind1269	logos
163467	Romagnol-std	last	òltim	1529	LAST (FINAL)	roma1328	logos
163468	Romagnol-std	last	durè	1529	LAST (FINAL)	roma1328	logos
198436	Latin-std	last	durare	1529	LAST (FINAL)	lati1261	logos
198437	Latin-std	last	ultimus	1529	LAST (FINAL)	lati1261	logos
232523	Galician-std	last	durar	1529	LAST (FINAL)	gali1258	logos
232524	Galician-std	last	derradeiro	1529	LAST (FINAL)	gali1258	logos
48171	Venetian-std	late	tardà	477	LATE	vene1258	logos
84206	Hindi-std	late	देरी	477	LATE	hind1269	logos
163477	Romagnol-std	late	térdi	477	LATE	roma1328	logos
198450	Latin-std	late	sero	477	LATE	lati1261	logos
232537	Galician-std	late	tardego	477	LATE	gali1258	logos
48240	Venetian-std	laugh	riure	1355	LAUGH	vene1258	logos
84273	Hindi-std	laugh	हंसना	1355	LAUGH	hind1269	logos
163547	Romagnol-std	laugh	rdar	1355	LAUGH	roma1328	logos
198528	Latin-std	laugh	ridere	1355	LAUGH	lati1261	logos
232605	Galician-std	laugh	rir	1355	LAUGH	gali1258	logos
48402	Venetian-std	law	dret	1062	LAW	vene1258	logos
48403	Venetian-std	law	a	1062	LAW	vene1258	logos
84432	Hindi-std	law	विधि	1062	LAW	hind1269	logos
84433	Hindi-std	law	क़ानून	1062	LAW	hind1269	logos
163699	Romagnol-std	law	dirètt	1062	LAW	roma1328	logos
198737	Latin-std	law	lex	1062	LAW	lati1261	logos
198738	Latin-std	law	lex	1062	LAW	lati1261	logos
232766	Galician-std	law	lei	1062	LAW	gali1258	logos
48499	Venetian-std	lazy	pereos	1564	LAZY	vene1258	logos
84551	Hindi-std	lazy	आलसी	1564	LAZY	hind1269	logos
163803	Romagnol-std	lazy	adasiè	1564	LAZY	roma1328	logos
198880	Latin-std	lazy	piger	1564	LAZY	lati1261	logos
48617	Venetian-std	lead (noun)	plom	627	LEAD (CHEMICAL ELEMENT)	vene1258	logos
84660	Hindi-std	lead (noun)	सीसा	627	LEAD (CHEMICAL ELEMENT)	hind1269	logos
163922	Romagnol-std	lead (noun)	plòmb	627	LEAD (CHEMICAL ELEMENT)	roma1328	logos
199011	Latin-std	lead (noun)	plumbum	627	LEAD (CHEMICAL ELEMENT)	lati1261	logos
232971	Galician-std	lead (noun)	posicióndabóla	627	LEAD (CHEMICAL ELEMENT)	gali1258	logos
232972	Galician-std	lead (noun)	chumbo	627	LEAD (CHEMICAL ELEMENT)	gali1258	logos
48287	Venetian-std	learn	dependre	504	LEARN	vene1258	logos
163594	Romagnol-std	learn	aprèndar	504	LEARN	roma1328	logos
198583	Latin-std	learn	discere	504	LEARN	lati1261	logos
232655	Galician-std	learn	aprender	504	LEARN	gali1258	logos
48548	Venetian-std	leather	cuiro	629	LEATHER	vene1258	logos
84591	Hindi-std	leather	खाल	629	LEATHER	hind1269	logos
198928	Latin-std	leather	corium	629	LEATHER	lati1261	logos
198929	Latin-std	leather	corium	629	LEATHER	lati1261	logos
84500	Hindi-std	leg	पांव	1297	LEG	hind1269	logos
163754	Romagnol-std	leg	ghémba	1297	LEG	roma1328	logos
198821	Latin-std	leg	crus	1297	LEG	lati1261	logos
232823	Galician-std	leg	perna	1297	LEG	gali1258	logos
48079	Venetian-std	lend	prestar	582	LEND	vene1258	logos
163385	Romagnol-std	lend	prèstar	582	LEND	roma1328	logos
232443	Galician-std	lend	Prestar	582	LEND	gali1258	logos
48475	Venetian-std	lick	llepar	319	LICK	vene1258	logos
84521	Hindi-std	lick	चाटना	319	LICK	hind1269	logos
163775	Romagnol-std	lick	slapè	319	LICK	roma1328	logos
198846	Latin-std	lick	lambere	319	LICK	lati1261	logos
232847	Galician-std	lick	lamber	319	LICK	gali1258	logos
48096	Venetian-std	lie down	gitarse	215	LIE DOWN	vene1258	logos
163405	Romagnol-std	lie down	adasiès	215	LIE DOWN	roma1328	logos
198364	Latin-std	lie down	recumbere	215	LIE DOWN	lati1261	logos
232461	Galician-std	lie down	acomodarse	215	LIE DOWN	gali1258	logos
48263	Venetian-std	lie, tell lies	jaure	601	LIE (MISLEAD)	vene1258	logos
48264	Venetian-std	lie, tell lies	mentir	601	LIE (MISLEAD)	vene1258	logos
163569	Romagnol-std	lie, tell lies	cazèdalbàli	601	LIE (MISLEAD)	roma1328	logos
198557	Latin-std	lie, tell lies	iacere	601	LIE (MISLEAD)	lati1261	logos
198558	Latin-std	lie, tell lies	mentiri	601	LIE (MISLEAD)	lati1261	logos
232631	Galician-std	lie, tell lies	mentir	601	LIE (MISLEAD)	gali1258	logos
48014	Venetian-std	light (noun)	llum	630	LIGHT (RADIATION)	vene1258	logos
84050	Hindi-std	light (noun)	प्रकाश	630	LIGHT (RADIATION)	hind1269	logos
163320	Romagnol-std	light (noun)	lòsa	630	LIGHT (RADIATION)	roma1328	logos
198256	Latin-std	light (noun)	lux	630	LIGHT (RADIATION)	lati1261	logos
232372	Galician-std	light (noun)	luz	630	LIGHT (RADIATION)	gali1258	logos
48148	Venetian-std	like, similar	similar	1558	SIMILAR	vene1258	logos
84173	Hindi-std	like, similar	जैसा	1558	SIMILAR	hind1269	logos
163448	Romagnol-std	like, similar	cumpàgn	1558	SIMILAR	roma1328	logos
232504	Galician-std	like, similar	semellante	1558	SIMILAR	gali1258	logos
48039	Venetian-std	limp	claudicar	366	LIMP	vene1258	logos
163345	Romagnol-std	limp	zupghè	366	LIMP	roma1328	logos
198289	Latin-std	limp	claudicare	366	LIMP	lati1261	logos
48144	Venetian-std	line	linia	1048	LINE	vene1258	logos
48145	Venetian-std	line	rail	1048	LINE	vene1258	logos
48146	Venetian-std	line	carril	1048	LINE	vene1258	logos
84169	Hindi-std	line	पांति	1048	LINE	hind1269	logos
84170	Hindi-std	line	पटरी	1048	LINE	hind1269	logos
163445	Romagnol-std	line	règa	1048	LINE	roma1328	logos
163446	Romagnol-std	line	binèri	1048	LINE	roma1328	logos
198414	Latin-std	line	linea	1048	LINE	lati1261	logos
232501	Galician-std	line	duploraíl	1048	LINE	gali1258	logos
232502	Galician-std	line	liña	1048	LINE	gali1258	logos
84180	Hindi-std	little (quantity), few	एकाध	1242	FEW	hind1269	logos
48462	Venetian-std	liver	fege	1224	LIVER	vene1258	logos
84511	Hindi-std	liver	जिगर	1224	LIVER	hind1269	logos
163762	Romagnol-std	liver	fédeg	1224	LIVER	roma1328	logos
198831	Latin-std	liver	iecur	1224	LIVER	lati1261	logos
232834	Galician-std	liver	fígado	1224	LIVER	gali1258	logos
48411	Venetian-std	livestock	ganado	631	LIVESTOCK	vene1258	logos
84448	Hindi-std	livestock	ढोर	631	LIVESTOCK	hind1269	logos
163710	Romagnol-std	livestock	biscèm	631	LIVESTOCK	roma1328	logos
232778	Galician-std	livestock	gado	631	LIVESTOCK	gali1258	logos
48125	Venetian-std	long	llarc	1203	LONG	vene1258	logos
84153	Hindi-std	long	दीर्घ	1203	LONG	hind1269	logos
163430	Romagnol-std	long	lòngh	1203	LONG	roma1328	logos
198396	Latin-std	long	longus	1203	LONG	lati1261	logos
232489	Galician-std	long	longo	1203	LONG	gali1258	logos
48211	Venetian-std	look, look at	admirar	1819	LOOK	vene1258	logos
163520	Romagnol-std	look, look at	vardè	1819	LOOK	roma1328	logos
198498	Latin-std	look, look at	aspicere	1819	LOOK	lati1261	logos
232575	Galician-std	look, look at	mirar	1819	LOOK	gali1258	logos
163853	Romagnol-std	loom	tlaròn	1787	LOOM	roma1328	logos
198933	Latin-std	loom	iugum	1787	LOOM	lati1261	logos
48073	Venetian-std	lose	perdre	1660	LOSE	vene1258	logos
84097	Hindi-std	lose	खोजाना	1660	LOSE	hind1269	logos
163376	Romagnol-std	lose	pèrdar	1660	LOSE	roma1328	logos
198337	Latin-std	lose	perdere	1660	LOSE	lati1261	logos
48208	Venetian-std	loud	chillo	377	LOUD	vene1258	logos
84243	Hindi-std	loud	भारी	377	LOUD	hind1269	logos
48427	Venetian-std	louse	poll	1392	LOUSE	vene1258	logos
84468	Hindi-std	louse	जूँ	1392	LOUSE	hind1269	logos
198781	Latin-std	louse	pediculus	1392	LOUSE	lati1261	logos
232796	Galician-std	louse	piollo	1392	LOUSE	gali1258	logos
48244	Venetian-std	love	amar	923	LOVE	vene1258	logos
84276	Hindi-std	love	प्रेमकरना	923	LOVE	hind1269	logos
163552	Romagnol-std	love	amè	923	LOVE	roma1328	logos
198533	Latin-std	love	amare	923	LOVE	lati1261	logos
232609	Galician-std	love	amar	923	LOVE	gali1258	logos
84136	Hindi-std	low	नीचा	721	LOW	hind1269	logos
163416	Romagnol-std	low	scurzè	721	LOW	roma1328	logos
198379	Latin-std	low	humilis	721	LOW	lati1261	logos
232472	Galician-std	low	baixo	721	LOW	gali1258	logos
48519	Venetian-std	lunch	dinar	768	LUNCH	vene1258	logos
84572	Hindi-std	lunch	लंच	768	LUNCH	hind1269	logos
163823	Romagnol-std	lunch	dsinèr	768	LUNCH	roma1328	logos
198903	Latin-std	lunch	prandium	768	LUNCH	lati1261	logos
48461	Venetian-std	lung	pulmo	688	LUNG	vene1258	logos
84510	Hindi-std	lung	फेफड़ा	688	LUNG	hind1269	logos
163761	Romagnol-std	lung	palmòn	688	LUNG	roma1328	logos
198830	Latin-std	lung	pulmo	688	LUNG	lati1261	logos
232833	Galician-std	lung	pulmón	688	LUNG	gali1258	logos
48353	Venetian-std	male	mascle	1553	MALE	vene1258	logos
84388	Hindi-std	male	नर	1553	MALE	hind1269	logos
163662	Romagnol-std	male	mèscul	1553	MALE	roma1328	logos
198678	Latin-std	male	masculus	1553	MALE	lati1261	logos
232723	Galician-std	male	macho	1553	MALE	gali1258	logos
48418	Venetian-std	mare	egua	938	MARE	vene1258	logos
198765	Latin-std	mare	equa	938	MARE	lati1261	logos
84121	Hindi-std	market (place)	बाज़ार	633	MARKET	hind1269	logos
163397	Romagnol-std	market (place)	marché	633	MARKET	roma1328	logos
198353	Latin-std	market (place)	mercatus	633	MARKET	lati1261	logos
232452	Galician-std	market (place)	mercado	633	MARKET	gali1258	logos
232453	Galician-std	market (place)	mercado	633	MARKET	gali1258	logos
48359	Venetian-std	marriage, wedding	boda	1259	WEDDING	vene1258	logos
84394	Hindi-std	marriage, wedding	शादी	1259	WEDDING	hind1269	logos
198685	Latin-std	marriage, wedding	matrimonium	1259	WEDDING	lati1261	logos
232728	Galician-std	marriage, wedding	matrimonio	1259	WEDDING	gali1258	logos
48358	Venetian-std	marry	casar	203	MARRY	vene1258	logos
163667	Romagnol-std	marry	acasè	203	MARRY	roma1328	logos
198684	Latin-std	marry	uxoremducere	203	MARRY	lati1261	logos
232727	Galician-std	marry	casar	203	MARRY	gali1258	logos
48570	Venetian-std	mason	obrerdevila	877	MASON	vene1258	logos
84621	Hindi-std	mason	राजगीर	877	MASON	hind1269	logos
163880	Romagnol-std	mason	muradòr	877	MASON	roma1328	logos
198955	Latin-std	mason	fabercaementarius	877	MASON	lati1261	logos
232930	Galician-std	mason	albanel	877	MASON	gali1258	logos
84084	Hindi-std	mast	मस्तूल	184	MAST	hind1269	logos
198319	Latin-std	mast	malus	184	MAST	lati1261	logos
232427	Galician-std	mast	mastro	184	MAST	gali1258	logos
84370	Hindi-std	master	उस्ताद	383	MASTER	hind1269	logos
163649	Romagnol-std	master	mèstar	383	MASTER	roma1328	logos
198655	Latin-std	master	magister	383	MASTER	lati1261	logos
48621	Venetian-std	mat	estora	195	MAT	vene1258	logos
48622	Venetian-std	mat	estoreta	195	MAT	vene1258	logos
84663	Hindi-std	mat	चटाई	195	MAT	hind1269	logos
163924	Romagnol-std	mat	stora	195	MAT	roma1328	logos
199015	Latin-std	mat	storea	195	MAT	lati1261	logos
232976	Galician-std	mat	esteira	195	MAT	gali1258	logos
48517	Venetian-std	meal (a)	menjar	1526	MEAL	vene1258	logos
163821	Romagnol-std	meal (a)	luvsèn	1526	MEAL	roma1328	logos
198901	Latin-std	meal (a)	pastus	1526	MEAL	lati1261	logos
48121	Venetian-std	measure	mesurar	1506	MEASURE	vene1258	logos
84148	Hindi-std	measure	नापना	1506	MEASURE	hind1269	logos
163425	Romagnol-std	measure	amsurè	1506	MEASURE	roma1328	logos
198390	Latin-std	measure	metiri	1506	MEASURE	lati1261	logos
232484	Galician-std	measure	medir	1506	MEASURE	gali1258	logos
48494	Venetian-std	medicine, drug	medicina	1372	MEDICINE	vene1258	logos
84547	Hindi-std	medicine, drug	दवाई	1372	MEDICINE	hind1269	logos
163799	Romagnol-std	medicine, drug	medsèina	1372	MEDICINE	roma1328	logos
198875	Latin-std	medicine, drug	medicamen	1372	MEDICINE	lati1261	logos
232867	Galician-std	medicine, drug	medicina	1372	MEDICINE	gali1258	logos
198675	Latin-std	meet	obire	1831	MEET	lati1261	logos
84120	Hindi-std	merchant	व्यापारी	1082	MERCHANT	hind1269	logos
163396	Romagnol-std	merchant	marcant	1082	MERCHANT	roma1328	logos
232451	Galician-std	merchant	feirante	1082	MERCHANT	gali1258	logos
48524	Venetian-std	mill	moli	636	MILL	vene1258	logos
84577	Hindi-std	mill	चक्की	636	MILL	hind1269	logos
163829	Romagnol-std	mill	mulèin	636	MILL	roma1328	logos
198909	Latin-std	mill	pistrinum	636	MILL	lati1261	logos
232894	Galician-std	mill	muíño	636	MILL	gali1258	logos
48274	Venetian-std	mind	animo	1562	MIND	vene1258	logos
48275	Venetian-std	mind	ment	1562	MIND	vene1258	logos
84309	Hindi-std	mind	प्रज्ञा	1562	MIND	hind1269	logos
84310	Hindi-std	mind	मन	1562	MIND	hind1269	logos
163582	Romagnol-std	mind	ànum	1562	MIND	roma1328	logos
163583	Romagnol-std	mind	zervèl	1562	MIND	roma1328	logos
198570	Latin-std	mind	mens	1562	MIND	lati1261	logos
198571	Latin-std	mind	mens	1562	MIND	lati1261	logos
232645	Galician-std	mind	mente	1562	MIND	gali1258	logos
232646	Galician-std	mind	mente	1562	MIND	gali1258	logos
48401	Venetian-std	miss (target)	enyorar	161	MISS (A TARGET)	vene1258	logos
198736	Latin-std	miss (target)	doloremabsentiaepati	161	MISS (A TARGET)	lati1261	logos
48270	Venetian-std	mistake, error	erro	1293	MISTAKE	vene1258	logos
84302	Hindi-std	mistake, error	ग़लती	1293	MISTAKE	hind1269	logos
163576	Romagnol-std	mistake, error	sbàj	1293	MISTAKE	roma1328	logos
198564	Latin-std	mistake, error	error	1293	MISTAKE	lati1261	logos
232640	Galician-std	mistake, error	erro	1293	MISTAKE	gali1258	logos
48074	Venetian-std	money	dinér	1559	MONEY	vene1258	logos
84098	Hindi-std	money	पैसा	1559	MONEY	hind1269	logos
163377	Romagnol-std	money	quatrèn	1559	MONEY	roma1328	logos
198338	Latin-std	money	pecunia	1559	MONEY	lati1261	logos
232437	Galician-std	money	diñeiro	1559	MONEY	gali1258	logos
48155	Venetian-std	more	mes	1992	MORE	vene1258	logos
84179	Hindi-std	more	ज्यादा	1992	MORE	hind1269	logos
163455	Romagnol-std	more	piò	1992	MORE	roma1328	logos
198421	Latin-std	more	magis	1992	MORE	lati1261	logos
232511	Galician-std	more	máis	1992	MORE	gali1258	logos
48525	Venetian-std	mortar	morter	224	MORTAR CRUSHER	vene1258	logos
84578	Hindi-std	mortar	ओखली	224	MORTAR CRUSHER	hind1269	logos
84579	Hindi-std	mortar	गारा	224	MORTAR CRUSHER	hind1269	logos
163830	Romagnol-std	mortar	fengha	224	MORTAR CRUSHER	roma1328	logos
198910	Latin-std	mortar	mortarium	224	MORTAR CRUSHER	lati1261	logos
198911	Latin-std	mortar	intrita	224	MORTAR CRUSHER	lati1261	logos
232895	Galician-std	mortar	almirez	224	MORTAR CRUSHER	gali1258	logos
232896	Galician-std	mortar	mortero	224	MORTAR CRUSHER	gali1258	logos
84403	Hindi-std	mother-in-law (of a man)	सास	2256	MOTHER-IN-LAW (OF WOMAN)	hind1269	logos
163676	Romagnol-std	mother-in-law (of a man)	sòzzara	2256	MOTHER-IN-LAW (OF WOMAN)	roma1328	logos
198696	Latin-std	mother-in-law (of a man)	socra	2256	MOTHER-IN-LAW (OF WOMAN)	lati1261	logos
232734	Galician-std	mother-in-law (of a man)	sogra	2256	MOTHER-IN-LAW (OF WOMAN)	gali1258	logos
48002	Venetian-std	mountain, hill	mont	2118	MOUNTAIN OR HILL	vene1258	logos
48422	Venetian-std	mouse, rat	rata	2139	MUROID (MOUSE OR RAT)	vene1258	logos
84463	Hindi-std	mouse, rat	मूस??	2139	MUROID (MOUSE OR RAT)	hind1269	logos
84464	Hindi-std	mouse, rat	बड़ाचूहा	2139	MUROID (MOUSE OR RAT)	hind1269	logos
163723	Romagnol-std	mouse, rat	topa	2139	MUROID (MOUSE OR RAT)	roma1328	logos
163724	Romagnol-std	mouse, rat	panteghéna	2139	MUROID (MOUSE OR RAT)	roma1328	logos
163725	Romagnol-std	mouse, rat	pantighéna	2139	MUROID (MOUSE OR RAT)	roma1328	logos
198772	Latin-std	mouse, rat	musrattus	2139	MUROID (MOUSE OR RAT)	lati1261	logos
198773	Latin-std	mouse, rat	musculus	2139	MUROID (MOUSE OR RAT)	lati1261	logos
198774	Latin-std	mouse, rat	mus	2139	MUROID (MOUSE OR RAT)	lati1261	logos
48445	Venetian-std	mouth	boca	674	MOUTH	vene1258	logos
84490	Hindi-std	mouth	मुंह	674	MOUTH	hind1269	logos
163744	Romagnol-std	mouth	bòca	674	MOUTH	roma1328	logos
198807	Latin-std	mouth	os	674	MOUTH	lati1261	logos
232815	Galician-std	mouth	boca	674	MOUTH	gali1258	logos
48023	Venetian-std	move	mudar	765	MOVE	vene1258	logos
48024	Venetian-std	move	moure	765	MOVE	vene1258	logos
163330	Romagnol-std	move	mòvar	765	MOVE	roma1328	logos
198266	Latin-std	move	movere	765	MOVE	lati1261	logos
198267	Latin-std	move	sedemmutare	765	MOVE	lati1261	logos
232383	Galician-std	move	mudar	765	MOVE	gali1258	logos
232384	Galician-std	move	mover	765	MOVE	gali1258	logos
48578	Venetian-std	mow, reap	segat	190	MOW	vene1258	logos
163886	Romagnol-std	mow, reap	sghetè	190	MOW	roma1328	logos
84178	Hindi-std	much, many	अनेक	1198	MANY	hind1269	logos
163454	Romagnol-std	much, many	'namasa	1198	MANY	roma1328	logos
198420	Latin-std	much, many	multi	1198	MANY	lati1261	logos
163743	Romagnol-std	mucus (nasal)	mòcal	208	NASAL MUCUS (SNOT)	roma1328	logos
198806	Latin-std	mucus (nasal)	mucus	208	NASAL MUCUS (SNOT)	lati1261	logos
232814	Galician-std	mucus (nasal)	moco	208	NASAL MUCUS (SNOT)	gali1258	logos
48001	Venetian-std	mud	fanc	640	MUD	vene1258	logos
84038	Hindi-std	mud	पंक	640	MUD	hind1269	logos
163302	Romagnol-std	mud	paciarèna	640	MUD	roma1328	logos
198241	Latin-std	mud	lutum	640	MUD	lati1261	logos
232359	Galician-std	mud	lama	640	MUD	gali1258	logos
48419	Venetian-std	mule	mul	890	MULE	vene1258	logos
84460	Hindi-std	mule	खच्चर	890	MULE	hind1269	logos
163718	Romagnol-std	mule	mól	890	MULE	roma1328	logos
198767	Latin-std	mule	mulus	890	MULE	lati1261	logos
232788	Galician-std	mule	macho	890	MULE	gali1258	logos
232516	Galician-std	multitude, crowd	multitude	2023	CROWD	gali1258	logos
84443	Hindi-std	murder	हत्या	845	MURDER	hind1269	logos
163707	Romagnol-std	murder	omizidi	845	MURDER	roma1328	logos
198750	Latin-std	murder	homicidium	845	MURDER	lati1261	logos
232774	Galician-std	murder	homicidio	845	MURDER	gali1258	logos
48594	Venetian-std	mushroom	seta	641	MUSHROOM	vene1258	logos
84641	Hindi-std	mushroom	अहिच्छत्रक	641	MUSHROOM	hind1269	logos
198986	Latin-std	mushroom	fungus	641	MUSHROOM	lati1261	logos
232951	Galician-std	mushroom	cogomelo	641	MUSHROOM	gali1258	logos
84555	Hindi-std	mute	मूक	1666	MUTE	hind1269	logos
232873	Galician-std	mute	mudo	1666	MUTE	gali1258	logos
48505	Venetian-std	naked, bare	nuet	590	NAKED	vene1258	logos
84560	Hindi-std	naked, bare	नंगा	590	NAKED	hind1269	logos
163811	Romagnol-std	naked, bare	nòd	590	NAKED	roma1328	logos
198889	Latin-std	naked, bare	nudus	590	NAKED	lati1261	logos
232879	Galician-std	naked, bare	espido	590	NAKED	gali1258	logos
84358	Hindi-std	name	नाम	1405	NAME	hind1269	logos
163633	Romagnol-std	name	nam	1405	NAME	roma1328	logos
198635	Latin-std	name	nomen	1405	NAME	lati1261	logos
232694	Galician-std	name	nome	1405	NAME	gali1258	logos
48447	Venetian-std	nape of neck	bascòll	1347	NAPE (OF NECK)	vene1258	logos
84492	Hindi-std	nape of neck	कन्धरा	1347	NAPE (OF NECK)	hind1269	logos
163746	Romagnol-std	nape of neck	còppa	1347	NAPE (OF NECK)	roma1328	logos
198809	Latin-std	nape of neck	cervix	1347	NAPE (OF NECK)	lati1261	logos
232817	Galician-std	nape of neck	caluga	1347	NAPE (OF NECK)	gali1258	logos
48128	Venetian-std	narrow	estret	1267	NARROW	vene1258	logos
84156	Hindi-std	narrow	तंग	1267	NARROW	hind1269	logos
163432	Romagnol-std	narrow	angòst	1267	NARROW	roma1328	logos
198399	Latin-std	narrow	angustus	1267	NARROW	lati1261	logos
232490	Galician-std	narrow	estreito	1267	NARROW	gali1258	logos
84142	Hindi-std	near (adv)	क़रीब	1942	NEAR	hind1269	logos
163419	Romagnol-std	near (adv)	drì	1942	NEAR	roma1328	logos
198382	Latin-std	near (adv)	apud	1942	NEAR	lati1261	logos
232479	Galician-std	near (adv)	cerca	1942	NEAR	gali1258	logos
48301	Venetian-std	need, necessity	necesitat	643	NEED (NOUN)	vene1258	logos
84327	Hindi-std	need, necessity	ज़रूरत	643	NEED (NOUN)	hind1269	logos
84328	Hindi-std	need, necessity	आवश्यकता	643	NEED (NOUN)	hind1269	logos
163609	Romagnol-std	need, necessity	bsògn	643	NEED (NOUN)	roma1328	logos
198602	Latin-std	need, necessity	necessitas	643	NEED (NOUN)	lati1261	logos
198603	Latin-std	need, necessity	necessitas	643	NEED (NOUN)	lati1261	logos
232668	Galician-std	need, necessity	necesidade	643	NEED (NOUN)	gali1258	logos
232669	Galician-std	need, necessity	necesidade	643	NEED (NOUN)	gali1258	logos
48343	Venetian-std	neighbor	proxim	1332	NEIGHBOUR	vene1258	logos
84375	Hindi-std	neighbor	पड़ोसी	1332	NEIGHBOUR	hind1269	logos
198660	Latin-std	neighbor	vicinus	1332	NEIGHBOUR	lati1261	logos
48366	Venetian-std	nephew	nebot	1063	NEPHEW	vene1258	logos
84400	Hindi-std	nephew	भतीजा	1063	NEPHEW	hind1269	logos
163673	Romagnol-std	nephew	nipòd	1063	NEPHEW	roma1328	logos
198692	Latin-std	nephew	nepos	1063	NEPHEW	lati1261	logos
48185	Venetian-std	never	mai	1656	NEVER	vene1258	logos
48186	Venetian-std	never	mai	1656	NEVER	vene1258	logos
84220	Hindi-std	never	कभीनहीं	1656	NEVER	hind1269	logos
163490	Romagnol-std	never	mai	1656	NEVER	roma1328	logos
163491	Romagnol-std	never	invìl	1656	NEVER	roma1328	logos
198469	Latin-std	never	numquam	1656	NEVER	lati1261	logos
198470	Latin-std	never	nunquam	1656	NEVER	lati1261	logos
232553	Galician-std	never	nunca	1656	NEVER	gali1258	logos
84202	Hindi-std	new	नया	1231	NEW	hind1269	logos
163475	Romagnol-std	new	nòv	1231	NEW	roma1328	logos
