
ID	DOCULECT	CONCEPT	VALUE	CONCEPTICON_ID	CONCEPTICON_GLOSS	GLOTTOLOG	SOURCE
163504	Romagnol-std	Thursday	zòbia	1693	THURSDAY	roma1328	logos
198484	Latin-std	Thursday	Iovisdies	1693	THURSDAY	lati1261	logos
232564	Galician-std	Thursday	xoves	1693	THURSDAY	gali1258	logos
48196	Venetian-std	Tuesday	dimarts	1695	TUESDAY	vene1258	logos
84231	Hindi-std	Tuesday	मंगलवार	1695	TUESDAY	hind1269	logos
163502	Romagnol-std	Tuesday	martidè	1695	TUESDAY	roma1328	logos
198482	Latin-std	Tuesday	Martisdies	1695	TUESDAY	lati1261	logos
232562	Galician-std	Tuesday	martes	1695	TUESDAY	gali1258	logos
48197	Venetian-std	Wednesday	dimecres	1694	WEDNESDAY	vene1258	logos
84232	Hindi-std	Wednesday	बुधवार	1694	WEDNESDAY	hind1269	logos
163503	Romagnol-std	Wednesday	mirquèl	1694	WEDNESDAY	roma1328	logos
198483	Latin-std	Wednesday	Mercuriidies	1694	WEDNESDAY	lati1261	logos
232563	Galician-std	Wednesday	mércores	1694	WEDNESDAY	gali1258	logos
48082	Venetian-std	account, reckoning	compte	1081	BILL	vene1258	logos
48083	Venetian-std	account, reckoning	billét	1081	BILL	vene1258	logos
84113	Hindi-std	account, reckoning	बिल	1081	BILL	hind1269	logos
84114	Hindi-std	account, reckoning	नोट	1081	BILL	hind1269	logos
163388	Romagnol-std	account, reckoning	cont	1081	BILL	roma1328	logos
163389	Romagnol-std	account, reckoning	bancnòta	1081	BILL	roma1328	logos
232445	Galician-std	account, reckoning	billete	1081	BILL	gali1258	logos
48406	Venetian-std	accuse	acusar	1814	ACCUSE	vene1258	logos
84437	Hindi-std	accuse	आरोपलगाना	1814	ACCUSE	hind1269	logos
163702	Romagnol-std	accuse	acusé	1814	ACCUSE	roma1328	logos
198743	Latin-std	accuse	accusare	1814	ACCUSE	lati1261	logos
232769	Galician-std	accuse	acusar	1814	ACCUSE	gali1258	logos
48206	Venetian-std	acid, sour	agra	1906	SOUR	vene1258	logos
84240	Hindi-std	acid, sour	खट्टा	1906	SOUR	hind1269	logos
163514	Romagnol-std	acid, sour	èspri	1906	SOUR	roma1328	logos
48407	Venetian-std	acquit	absoldre	988	ACQUIT	vene1258	logos
163703	Romagnol-std	acquit	assòlvar	988	ACQUIT	roma1328	logos
198745	Latin-std	acquit	absolvere	988	ACQUIT	lati1261	logos
232770	Galician-std	acquit	absolver	988	ACQUIT	gali1258	logos
48325	Venetian-std	admit, confess	admetre	2022	ADMIT	vene1258	logos
163636	Romagnol-std	admit, confess	amèttar	2022	ADMIT	roma1328	logos
198639	Latin-std	admit, confess	admittere	2022	ADMIT	lati1261	logos
232696	Galician-std	admit, confess	admitir	2022	ADMIT	gali1258	logos
48571	Venetian-std	adobe	blòc	901	ADOBE	vene1258	logos
84622	Hindi-std	adobe	कच्चीईंट	901	ADOBE	hind1269	logos
48410	Venetian-std	adultery	adultèri	902	ADULTERY	vene1258	logos
84444	Hindi-std	adultery	छिनाला	902	ADULTERY	hind1269	logos
198751	Latin-std	adultery	adulterium	902	ADULTERY	lati1261	logos
232775	Galician-std	adultery	adulterio	902	ADULTERY	gali1258	logos
84646	Hindi-std	adze	बसूला	290	ADZE	hind1269	logos
84221	Hindi-std	again	फिर	204	AGAIN	hind1269	logos
163492	Romagnol-std	again	ardnòv	204	AGAIN	roma1328	logos
198471	Latin-std	again	denuo	204	AGAIN	lati1261	logos
48169	Venetian-std	age	edat	1789	AGE	vene1258	logos
48170	Venetian-std	age	edat	1789	AGE	vene1258	logos
84200	Hindi-std	age	आयु	1789	AGE	hind1269	logos
84201	Hindi-std	age	युग	1789	AGE	hind1269	logos
163473	Romagnol-std	age	èni	1789	AGE	roma1328	logos
163474	Romagnol-std	age	èvi	1789	AGE	roma1328	logos
198444	Latin-std	age	aetas	1789	AGE	lati1261	logos
232532	Galician-std	age	idade	1789	AGE	gali1258	logos
48161	Venetian-std	alone, only	sòls	1580	ONLY	vene1258	logos
84188	Hindi-std	alone, only	केवल	1580	ONLY	hind1269	logos
84189	Hindi-std	alone, only	ही	1580	ONLY	hind1269	logos
84190	Hindi-std	alone, only	एकमात्र	1580	ONLY	hind1269	logos
163461	Romagnol-std	alone, only	daperlò	1580	ONLY	roma1328	logos
163462	Romagnol-std	alone, only	sulmént	1580	ONLY	roma1328	logos
163463	Romagnol-std	alone, only	sultént	1580	ONLY	roma1328	logos
198430	Latin-std	alone, only	solum	1580	ONLY	lati1261	logos
198431	Latin-std	alone, only	modo	1580	ONLY	lati1261	logos
198432	Latin-std	alone, only	solus	1580	ONLY	lati1261	logos
232521	Galician-std	alone, only	só	1580	ONLY	gali1258	logos
48182	Venetian-std	always	sempre	1676	ALWAYS	vene1258	logos
84216	Hindi-std	always	हमेशा	1676	ALWAYS	hind1269	logos
163486	Romagnol-std	always	sèmpar	1676	ALWAYS	roma1328	logos
198465	Latin-std	always	semper	1676	ALWAYS	lati1261	logos
232548	Galician-std	always	sempre	1676	ALWAYS	gali1258	logos
48396	Venetian-std	ambush	emboscada	65	AMBUSH	vene1258	logos
84429	Hindi-std	ambush	घात	65	AMBUSH	hind1269	logos
84430	Hindi-std	ambush	घात	65	AMBUSH	hind1269	logos
163695	Romagnol-std	ambush	tiricòla	65	AMBUSH	roma1328	logos
198730	Latin-std	ambush	insidiae	65	AMBUSH	lati1261	logos
232761	Galician-std	ambush	emboscada	65	AMBUSH	gali1258	logos
232762	Galician-std	ambush	emboscada	65	AMBUSH	gali1258	logos
48367	Venetian-std	ancestors	antepassat	1669	ANCESTORS	vene1258	logos
84401	Hindi-std	ancestors	पूर्वज	1669	ANCESTORS	hind1269	logos
163674	Romagnol-std	ancestors	intinèt	1669	ANCESTORS	roma1328	logos
198694	Latin-std	ancestors	avus	1669	ANCESTORS	lati1261	logos
232733	Galician-std	ancestors	ancestro	1669	ANCESTORS	gali1258	logos
48306	Venetian-std	and	i	1577	AND	vene1258	logos
84336	Hindi-std	and	और	1577	AND	hind1269	logos
198611	Latin-std	and	et	1577	AND	lati1261	logos
232673	Galician-std	and	e	1577	AND	gali1258	logos
48251	Venetian-std	anger	colerarabiairaenuigatufmoflaenfadament	82	ANGER	vene1258	logos
48252	Venetian-std	anger	rabieta	82	ANGER	vene1258	logos
84282	Hindi-std	anger	ग़ुस्सा	82	ANGER	hind1269	logos
84283	Hindi-std	anger	आक्रोश	82	ANGER	hind1269	logos
163559	Romagnol-std	anger	colara	82	ANGER	roma1328	logos
198540	Latin-std	anger	ira	82	ANGER	lati1261	logos
198541	Latin-std	anger	ira	82	ANGER	lati1261	logos
232618	Galician-std	anger	perrencha	82	ANGER	gali1258	logos
48454	Venetian-std	ankle	turmell	803	ANKLE	vene1258	logos
232825	Galician-std	ankle	tornecelo	803	ANKLE	gali1258	logos
48331	Venetian-std	announce	anunciar	9	ANNOUNCE	vene1258	logos
198645	Latin-std	announce	nuntiare	9	ANNOUNCE	lati1261	logos
232700	Galician-std	announce	anunciar	9	ANNOUNCE	gali1258	logos
48324	Venetian-std	answer	respòndre	1275	ANSWER	vene1258	logos
198638	Latin-std	answer	respondere	1275	ANSWER	lati1261	logos
48616	Venetian-std	anvil	enclusa	1648	ANVIL	vene1258	logos
84659	Hindi-std	anvil	निहाई	1648	ANVIL	hind1269	logos
163919	Romagnol-std	anvil	incòzan	1648	ANVIL	roma1328	logos
199009	Latin-std	anvil	incus	1648	ANVIL	lati1261	logos
232969	Galician-std	anvil	zafra	1648	ANVIL	gali1258	logos
84280	Hindi-std	anxiety, worry	आतुरता	1000	ANXIETY	hind1269	logos
163556	Romagnol-std	anxiety, worry	tacàgna	1000	ANXIETY	roma1328	logos
198538	Latin-std	anxiety, worry	anxietas	1000	ANXIETY	lati1261	logos
232614	Galician-std	anxiety, worry	ansiedade	1000	ANXIETY	gali1258	logos
232615	Galician-std	anxiety, worry	ansiedade	1000	ANXIETY	gali1258	logos
48054	Venetian-std	approach	acostarse	1778	APPROACH	vene1258	logos
48055	Venetian-std	approach	acostar	1778	APPROACH	vene1258	logos
48056	Venetian-std	approach	acostarse	1778	APPROACH	vene1258	logos
84075	Hindi-std	approach	पासआना	1778	APPROACH	hind1269	logos
163357	Romagnol-std	approach	aprèssar	1778	APPROACH	roma1328	logos
198305	Latin-std	approach	accedere	1778	APPROACH	lati1261	logos
198306	Latin-std	approach	appellere	1778	APPROACH	lati1261	logos
198307	Latin-std	approach	appropinquare	1778	APPROACH	lati1261	logos
232415	Galician-std	approach	aproximarse	1778	APPROACH	gali1258	logos
232416	Galician-std	approach	aproximarse	1778	APPROACH	gali1258	logos
232417	Galician-std	approach	aproximar	1778	APPROACH	gali1258	logos
48387	Venetian-std	armor (defensive)	armadura	1061	ARMOUR	vene1258	logos
84421	Hindi-std	armor (defensive)	कवच	1061	ARMOUR	hind1269	logos
163691	Romagnol-std	armor (defensive)	armadura	1061	ARMOUR	roma1328	logos
198720	Latin-std	armor (defensive)	arma	1061	ARMOUR	lati1261	logos
232751	Galician-std	armor (defensive)	armadura	1061	ARMOUR	gali1258	logos
48451	Venetian-std	armpit	aixella	1886	ARMPIT	vene1258	logos
84495	Hindi-std	armpit	कांख	1886	ARMPIT	hind1269	logos
198815	Latin-std	armpit	Fossaaxillaris	1886	ARMPIT	lati1261	logos
84446	Hindi-std	arson	अग्निकांड	1889	ARSON	hind1269	logos
48018	Venetian-std	ashes	freix	646	ASH	vene1258	logos
48019	Venetian-std	ashes	cendra	646	ASH	vene1258	logos
84055	Hindi-std	ashes	राख	646	ASH	hind1269	logos
163325	Romagnol-std	ashes	frésin	646	ASH	roma1328	logos
163326	Romagnol-std	ashes	zìnar	646	ASH	roma1328	logos
198261	Latin-std	ashes	cinis	646	ASH	lati1261	logos
198262	Latin-std	ashes	fraxinus	646	ASH	lati1261	logos
232376	Galician-std	ashes	freixo	646	ASH	gali1258	logos
232377	Galician-std	ashes	cinsa	646	ASH	gali1258	logos
48323	Venetian-std	ask (question, inquire)	preguntar	1309	ASK (INQUIRE)	vene1258	logos
84359	Hindi-std	ask (question, inquire)	पूछना	1309	ASK (INQUIRE)	hind1269	logos
163634	Romagnol-std	ask (question, inquire)	dmandè	1309	ASK (INQUIRE)	roma1328	logos
163635	Romagnol-std	ask (question, inquire)	qiscionè	1309	ASK (INQUIRE)	roma1328	logos
198636	Latin-std	ask (question, inquire)	poscere	1309	ASK (INQUIRE)	lati1261	logos
198637	Latin-std	ask (question, inquire)	quaerere	1309	ASK (INQUIRE)	lati1261	logos
232695	Galician-std	ask (question, inquire)	preguntar	1309	ASK (INQUIRE)	gali1258	logos
48390	Venetian-std	attack	atentat	722	ATTACK	vene1258	logos
198725	Latin-std	attack	petitio	722	ATTACK	lati1261	logos
232755	Galician-std	attack	atentado	722	ATTACK	gali1258	logos
48365	Venetian-std	aunt	tia	1272	AUNT	vene1258	logos
84399	Hindi-std	aunt	zia??	1272	AUNT	hind1269	logos
163672	Romagnol-std	aunt	ziéina	1272	AUNT	roma1328	logos
198691	Latin-std	aunt	amita	1272	AUNT	lati1261	logos
232732	Galician-std	aunt	tía	1272	AUNT	gali1258	logos
48076	Venetian-std	avaricious, stingy	significar	1774	STINGY	vene1258	logos
48077	Venetian-std	avaricious, stingy	miser	1774	STINGY	vene1258	logos
48078	Venetian-std	avaricious, stingy	mesqui	1774	STINGY	vene1258	logos
84103	Hindi-std	avaricious, stingy	कंजूस	1774	STINGY	hind1269	logos
84104	Hindi-std	avaricious, stingy	औसत	1774	STINGY	hind1269	logos
84105	Hindi-std	avaricious, stingy	अर्थहोना	1774	STINGY	hind1269	logos
84106	Hindi-std	avaricious, stingy	औसत	1774	STINGY	hind1269	logos
84107	Hindi-std	avaricious, stingy	कृपण	1774	STINGY	hind1269	logos
84108	Hindi-std	avaricious, stingy	ओछा	1774	STINGY	hind1269	logos
84109	Hindi-std	avaricious, stingy	मक्खीचूस	1774	STINGY	hind1269	logos
163381	Romagnol-std	avaricious, stingy	tired	1774	STINGY	roma1328	logos
163382	Romagnol-std	avaricious, stingy	vlìdìr	1774	STINGY	roma1328	logos
163383	Romagnol-std	avaricious, stingy	mischìn	1774	STINGY	roma1328	logos
163384	Romagnol-std	avaricious, stingy	tacchegn	1774	STINGY	roma1328	logos
198342	Latin-std	avaricious, stingy	illiberalis	1774	STINGY	lati1261	logos
198343	Latin-std	avaricious, stingy	significare	1774	STINGY	lati1261	logos
198344	Latin-std	avaricious, stingy	avarus	1774	STINGY	lati1261	logos
198345	Latin-std	avaricious, stingy	sordidus	1774	STINGY	lati1261	logos
232441	Galician-std	avaricious, stingy	miserable	1774	STINGY	gali1258	logos
232442	Galician-std	avaricious, stingy	media	1774	STINGY	gali1258	logos
84596	Hindi-std	awl	सुआ	278	AWL	hind1269	logos
48061	Venetian-std	axle	eix	1769	AXLE	vene1258	logos
84081	Hindi-std	axle	अक्ष	1769	AXLE	hind1269	logos
198316	Latin-std	axle	axis	1769	AXLE	lati1261	logos
232425	Galician-std	axle	eixo	1769	AXLE	gali1258	logos
48267	Venetian-std	bad	mal	1292	BAD	vene1258	logos
48268	Venetian-std	bad	roïn	1292	BAD	vene1258	logos
84300	Hindi-std	bad	बुरा	1292	BAD	hind1269	logos
163573	Romagnol-std	bad	mèl	1292	BAD	roma1328	logos
163574	Romagnol-std	bad	damèl	1292	BAD	roma1328	logos
198562	Latin-std	bad	malus	1292	BAD	lati1261	logos
198563	Latin-std	bad	malum	1292	BAD	lati1261	logos
232636	Galician-std	bad	mal	1292	BAD	gali1258	logos
232637	Galician-std	bad	malo	1292	BAD	gali1258	logos
198732	Latin-std	bait	esca	2013	BAIT	lati1261	logos
84569	Hindi-std	bake	सेंकना	183	BAKE	hind1269	logos
84552	Hindi-std	bald	खल्वाट	1125	BALD	hind1269	logos
163804	Romagnol-std	bald	pilèd	1125	BALD	roma1328	logos
198881	Latin-std	bald	calvus	1125	BALD	lati1261	logos
232871	Galician-std	bald	calvo	1125	BALD	gali1258	logos
48591	Venetian-std	bark	corfa	1204	BARK	vene1258	logos
84637	Hindi-std	bark	छाल	1204	BARK	hind1269	logos
198979	Latin-std	bark	cortex	1204	BARK	lati1261	logos
232946	Galician-std	bark	casca	1204	BARK	gali1258	logos
48583	Venetian-std	barley	òrdi	932	BARLEY	vene1258	logos
84631	Hindi-std	barley	जौ	932	BARLEY	hind1269	logos
163889	Romagnol-std	barley	òrz	932	BARLEY	roma1328	logos
198969	Latin-std	barley	Hordeumvulgare	932	BARLEY	lati1261	logos
232940	Galician-std	barley	cebada	932	BARLEY	gali1258	logos
84525	Hindi-std	bathe	नहाना	138	BATHE	hind1269	logos
84605	Hindi-std	bead	मनका	1860	BEAD	hind1269	logos
48446	Venetian-std	beak	pic	73	BEAK	vene1258	logos
84491	Hindi-std	beak	चोंच	73	BEAK	hind1269	logos
163745	Romagnol-std	beak	ròstri	73	BEAK	roma1328	logos
198808	Latin-std	beak	rostrum	73	BEAK	lati1261	logos
232816	Galician-std	beak	petopequeno	73	BEAK	gali1258	logos
48271	Venetian-std	beautiful	bonic	1427	BEAUTIFUL	vene1258	logos
48272	Venetian-std	beautiful	esplendit	1427	BEAUTIFUL	vene1258	logos
84303	Hindi-std	beautiful	सुन्दर	1427	BEAUTIFUL	hind1269	logos
163577	Romagnol-std	beautiful	bèl	1427	BEAUTIFUL	roma1328	logos
198565	Latin-std	beautiful	pulcher	1427	BEAUTIFUL	lati1261	logos
198566	Latin-std	beautiful	pulcherrimus	1427	BEAUTIFUL	lati1261	logos
232641	Galician-std	beautiful	espléndido	1427	BEAUTIFUL	gali1258	logos
232642	Galician-std	beautiful	belo	1427	BEAUTIFUL	gali1258	logos
84337	Hindi-std	because	इसलिए	1157	BECAUSE	hind1269	logos
163616	Romagnol-std	because	adchè	1157	BECAUSE	roma1328	logos
198612	Latin-std	because	quod	1157	BECAUSE	lati1261	logos
48587	Venetian-std	beech	faig	1950	BEECH	vene1258	logos
163893	Romagnol-std	beech	fàz	1950	BEECH	roma1328	logos
198974	Latin-std	beech	Fagussylvatica	1950	BEECH	lati1261	logos
232944	Galician-std	beech	faia	1950	BEECH	gali1258	logos
48430	Venetian-std	beeswax	cera	1931	BEESWAX	vene1258	logos
84473	Hindi-std	beeswax	मोम	1931	BEESWAX	hind1269	logos
198787	Latin-std	beeswax	cera	1931	BEESWAX	lati1261	logos
232801	Galician-std	beeswax	cera	1931	BEESWAX	gali1258	logos
84101	Hindi-std	beggar	भिक्षुक	1934	BEGGAR	hind1269	logos
84102	Hindi-std	beggar	याचक	1934	BEGGAR	hind1269	logos
163380	Romagnol-std	beggar	puvrètt	1934	BEGGAR	roma1328	logos
198340	Latin-std	beggar	mendicabulum	1934	BEGGAR	lati1261	logos
198341	Latin-std	beggar	mendicus	1934	BEGGAR	lati1261	logos
232439	Galician-std	beggar	mendigo	1934	BEGGAR	gali1258	logos
232440	Galician-std	beggar	mendigo	1934	BEGGAR	gali1258	logos
48180	Venetian-std	begin, beginning	iniciar	1806	BEGIN	vene1258	logos
163482	Romagnol-std	begin, beginning	cumzè	1806	BEGIN	roma1328	logos
163483	Romagnol-std	begin, beginning	cumzè	1806	BEGIN	roma1328	logos
198460	Latin-std	begin, beginning	incipere	1806	BEGIN	lati1261	logos
198461	Latin-std	begin, beginning	initiare	1806	BEGIN	lati1261	logos
198462	Latin-std	begin, beginning	incipere	1806	BEGIN	lati1261	logos
232545	Galician-std	begin, beginning	comenzar	1806	BEGIN	gali1258	logos
232546	Galician-std	begin, beginning	debutar	1806	BEGIN	gali1258	logos
48276	Venetian-std	believe	creure	1890	BELIEVE	vene1258	logos
163584	Romagnol-std	believe	cunsiderè	1890	BELIEVE	roma1328	logos
163585	Romagnol-std	believe	crèdar	1890	BELIEVE	roma1328	logos
198572	Latin-std	believe	retinere	1890	BELIEVE	lati1261	logos
198573	Latin-std	believe	credere	1890	BELIEVE	lati1261	logos
232647	Galician-std	believe	acreditar	1890	BELIEVE	gali1258	logos
84644	Hindi-std	bend	झुकना	2004	BEND	hind1269	logos
163901	Romagnol-std	bend	spòrzar	2004	BEND	roma1328	logos
198990	Latin-std	bend	proclinare	2004	BEND	lati1261	logos
232955	Galician-std	bend	anicar	2004	BEND	gali1258	logos
48300	Venetian-std	betray	traïcionar	1902	BETRAY	vene1258	logos
163608	Romagnol-std	betray	tradì	1902	BETRAY	roma1328	logos
198601	Latin-std	betray	prodere	1902	BETRAY	lati1261	logos
48588	Venetian-std	birch	abedull	1855	BIRCH	vene1258	logos
84634	Hindi-std	birch	सन्टी	1855	BIRCH	hind1269	logos
163894	Romagnol-std	birch	bitòlla	1855	BIRCH	roma1328	logos
198975	Latin-std	birch	Betulapendula	1855	BIRCH	lati1261	logos
232945	Galician-std	birch	bidueiro	1855	BIRCH	gali1258	logos
48473	Venetian-std	bite	picar	1403	BITE	vene1258	logos
48474	Venetian-std	bite	mossegat	1403	BITE	vene1258	logos
163774	Romagnol-std	bite	mursichè	1403	BITE	roma1328	logos
198844	Latin-std	bite	mordere	1403	BITE	lati1261	logos
198845	Latin-std	bite	hamumvorare	1403	BITE	lati1261	logos
232846	Galician-std	bite	picar	1403	BITE	gali1258	logos
48205	Venetian-std	bitter	amarc	887	BITTER	vene1258	logos
84239	Hindi-std	bitter	कड़वा	887	BITTER	hind1269	logos
163512	Romagnol-std	bitter	amèr	887	BITTER	roma1328	logos
163513	Romagnol-std	bitter	égar	887	BITTER	roma1328	logos
198492	Latin-std	bitter	amarus	887	BITTER	lati1261	logos
198493	Latin-std	bitter	acerbus	887	BITTER	lati1261	logos
232572	Galician-std	bitter	amargo	887	BITTER	gali1258	logos
232573	Galician-std	bitter	amargo	887	BITTER	gali1258	logos
48502	Venetian-std	blind	cego	1653	BLIND	vene1258	logos
48503	Venetian-std	blind	acegues	1653	BLIND	vene1258	logos
84556	Hindi-std	blind	अंधाकरना	1653	BLIND	hind1269	logos
84557	Hindi-std	blind	चकाचौंधकरना	1653	BLIND	hind1269	logos
84558	Hindi-std	blind	अंधा	1653	BLIND	hind1269	logos
163806	Romagnol-std	blind	inzghì	1653	BLIND	roma1328	logos
163807	Romagnol-std	blind	abajè	1653	BLIND	roma1328	logos
163808	Romagnol-std	blind	òrb	1653	BLIND	roma1328	logos
198884	Latin-std	blind	caecare	1653	BLIND	lati1261	logos
198885	Latin-std	blind	oculosperstringere	1653	BLIND	lati1261	logos
198886	Latin-std	blind	caecus	1653	BLIND	lati1261	logos
232874	Galician-std	blind	cegar	1653	BLIND	gali1258	logos
232875	Galician-std	blind	cegar	1653	BLIND	gali1258	logos
232876	Galician-std	blind	cego	1653	BLIND	gali1258	logos
84488	Hindi-std	blink	झपकना	1655	BLINK	hind1269	logos
198803	Latin-std	blink	micare	1655	BLINK	lati1261	logos
198804	Latin-std	blink	micare	1655	BLINK	lati1261	logos
232813	Galician-std	blink	pestanexar	1655	BLINK	gali1258	logos
84543	Hindi-std	blister	छाला	1584	BLISTER	hind1269	logos
163795	Romagnol-std	blister	psiga	1584	BLISTER	roma1328	logos
232866	Galician-std	blister	bocha	1584	BLISTER	gali1258	logos
48434	Venetian-std	blood	sanc	946	BLOOD	vene1258	logos
84478	Hindi-std	blood	ख़ून	946	BLOOD	hind1269	logos
163733	Romagnol-std	blood	sànghev	946	BLOOD	roma1328	logos
198793	Latin-std	blood	sanguis	946	BLOOD	lati1261	logos
232804	Galician-std	blood	sangue	946	BLOOD	gali1258	logos
48035	Venetian-std	blow	bufar	175	BLOW (OF WIND)	vene1258	logos
84065	Hindi-std	blow	फूंकना	175	BLOW (OF WIND)	hind1269	logos
163340	Romagnol-std	blow	buffé	175	BLOW (OF WIND)	roma1328	logos
198285	Latin-std	blow	flare	175	BLOW (OF WIND)	lati1261	logos
232398	Galician-std	blow	soprar	175	BLOW (OF WIND)	gali1258	logos
48223	Venetian-std	blunt, dull	obtús	379	BLUNT	vene1258	logos
84257	Hindi-std	blunt, dull	कुंद	379	BLUNT	hind1269	logos
163534	Romagnol-std	blunt, dull	invurnid	379	BLUNT	roma1328	logos
198514	Latin-std	blunt, dull	obtusus	379	BLUNT	lati1261	logos
232588	Galician-std	blunt, dull	obtuso	379	BLUNT	gali1258	logos
84455	Hindi-std	boar	वाराह	1348	BOAR	hind1269	logos
198760	Latin-std	boar	verres	1348	BOAR	lati1261	logos
48569	Venetian-std	board	tauler	1227	BOARD	vene1258	logos
84620	Hindi-std	board	तख़्ती	1227	BOARD	hind1269	logos
163878	Romagnol-std	board	tòcc	1227	BOARD	roma1328	logos
163879	Romagnol-std	board	tévla	1227	BOARD	roma1328	logos
198953	Latin-std	board	axis	1227	BOARD	lati1261	logos
198954	Latin-std	board	mensa	1227	BOARD	lati1261	logos
232928	Galician-std	board	taboleiro	1227	BOARD	gali1258	logos
232929	Galician-std	board	mesa	1227	BOARD	gali1258	logos
48332	Venetian-std	boast	jactarse	101	BOAST	vene1258	logos
163641	Romagnol-std	boast	presòmars	101	BOAST	roma1328	logos
198646	Latin-std	boast	iactare	101	BOAST	lati1261	logos
232701	Galician-std	boast	fachendear	101	BOAST	gali1258	logos
232702	Galician-std	boast	gabarse	101	BOAST	gali1258	logos
48490	Venetian-std	boil (noun)	furuncul	793	BOIL (OF SKIN)	vene1258	logos
84544	Hindi-std	boil (noun)	फोड़ा	793	BOIL (OF SKIN)	hind1269	logos
163796	Romagnol-std	boil (noun)	bògn	793	BOIL (OF SKIN)	roma1328	logos
198871	Latin-std	boil (noun)	furunculus	793	BOIL (OF SKIN)	lati1261	logos
84599	Hindi-std	boot	बूट	585	BOOT	hind1269	logos
163859	Romagnol-std	boot	stivel	585	BOOT	roma1328	logos
198938	Latin-std	boot	pero	585	BOOT	lati1261	logos
84428	Hindi-std	booty, spoils	लूट	1022	BOOTY	hind1269	logos
163694	Romagnol-std	booty, spoils	butèn	1022	BOOTY	roma1328	logos
198729	Latin-std	booty, spoils	praeda	1022	BOOTY	lati1261	logos
232760	Galician-std	booty, spoils	prea	1022	BOOTY	gali1258	logos
48613	Venetian-std	bore	avorrir	1501	BORE	vene1258	logos
84657	Hindi-std	bore	उबाना	1501	BORE	hind1269	logos
163916	Romagnol-std	bore	smarunè	1501	BORE	roma1328	logos
199006	Latin-std	bore	concitaretaedium	1501	BORE	lati1261	logos
232966	Galician-std	bore	aborrecer	1501	BORE	gali1258	logos
232967	Galician-std	bore	tradear	1501	BORE	gali1258	logos
48480	Venetian-std	born (to be)	naixer	1090	BE BORN	vene1258	logos
163779	Romagnol-std	born (to be)	nàssar	1090	BE BORN	roma1328	logos
198854	Latin-std	born (to be)	nasci	1090	BE BORN	lati1261	logos
232853	Galician-std	born (to be)	nacer	1090	BE BORN	gali1258	logos
84110	Hindi-std	borrow	उधारमांगना	1823	BORROW	hind1269	logos
198346	Latin-std	borrow	mutuari	1823	BORROW	lati1261	logos
84366	Hindi-std	boundary	हद	1010	BOUNDARY	hind1269	logos
232705	Galician-std	boundary	límite	1010	BOUNDARY	gali1258	logos
48514	Venetian-std	bowl	bola	1530	BOWL	vene1258	logos
48515	Venetian-std	bowl	bambolla	1530	BOWL	vene1258	logos
48516	Venetian-std	bowl	tasso	1530	BOWL	vene1258	logos
163818	Romagnol-std	bowl	scudèla	1530	BOWL	roma1328	logos
163819	Romagnol-std	bowl	cadinéila	1530	BOWL	roma1328	logos
163820	Romagnol-std	bowl	ampola	1530	BOWL	roma1328	logos
198899	Latin-std	bowl	ampulla	1530	BOWL	lati1261	logos
198900	Latin-std	bowl	pilaligneavelaenea	1530	BOWL	lati1261	logos
